0,170125464988
0,890364596569149
0,440351556745897
0,91690233858158
0,995796713044772
0,62064614548378
0,909766488666537
0,451518324856279
0,820335484491817
0,00943485787577688
0,857767676402706
0,165144216811817
0,289085588418346
0,983476778484637
0,90649201111239
0,890403237142788
0,817611344539379
0,761966415394699
0,715129109898177
0,928469710484366
0,699115202622076
0,211682228004412
0,769013215970958
0,460351221477776
0,488260461244853
0,378815997568339
0,422181043970483
0,123847563647934
0,375541601039256
0,782263791087206
0,347833671303388
0,860659298422122
0,571269539406258
0,544866978910224
0,0916154915893523
0,745150827218383
0,985329843585067
0,113017507539984
0,730817990717859
0,865593716439602
0,0234163524692023
0,0136749185685417
0,0827959462492005
0,332751240270562
0,873952907451407
0,956604052314816
0,887290896329699
0,630055307397187
0,355730743313083
0,189753449144658
0,0668929051919342
0,0119166290443002
0,391288812454459
0,471552780583293
0,906553302382377
0,958443236983588
0,121355712470298
0,979998081913217
0,428641877336726
0,616980715476433
-0,531390739941293
0,00806196953099282
-0,65387831993635
-0,739886394706338
-0,0682573699507973
0,219149529800353
-0,135980090744389
-0,0337469034378061
0,162005445440691
-0,616616904216947
-0,0520728696304521
-0,112329669261875
