0,93556388185153
0,0848567570023503
0,066836486135999
0,402104200516876
0,74838984978776
0,85591905045133
0,774746382504118
0,824837450787815
0,481962640062888
0,681594748367367
0,614472104522619
0,433466156215158
0,711276530153713
0,0849702647351521
0,233504833762303
0,992013550825423
0,470473751179163
0,121755829603298
0,479003712757958
0,46775168900739
0,00119179673548406
0,583598352774791
0,253969133484163
0,118272636606485
-0,579080978514345
-0,28630556330842
-0,384077568553561
-0,910321487654148
-0,922088734605515
-0,59992746722415
-0,313963814620982
-0,434772470353513
-1,10404204472545
-0,508315479270313
-0,0227014655431984
-0,0172587628067865
