0,827551215341106
0,817653639622803
0,425063582800824
0,0923343133611299
0,454458520959345
0,477418093709433
0,04658012979039
0,148814350435889
0,428640083609447
0,812721145717763
0,355730869507292
0,798724122251721
0,842591951056963
0,590403135675193
0,815017972521027
0,636551529931161
0,344705549694926
0,88869107276606
0,0115884239839336
0,270636485088271
0,658874923204479
0,779366709189195
0,667163619616611
0,703384836066228
0,830089351548855
0,870171755957497
0,409817201742068
0,64541452734052
0,459998800633475
0,515473256593325
0,311069406248196
0,414763068973442
0,830533539797428
0,275437419432242
0,385606486995521
0,302121366049229
0,483057804630631
0,975692586496329
0,50309121958124
0,88752556028195
0,211307037359396
0,623233051795155
0,213438594347536
0,724485709669295
0,1253361930723
0,854266382685987
0,619464218439285
0,742305812777577
0,0150131098995978
0,663491139963032
0,0768080046758093
0,63317639782707
0,887246539298094
0,114252145920998
0,709481608918627
0,0481845061519111
0,150490020006192
0,721678746734596
0,262244961812275
0,584286765001848
0,0676008919568737
0,40116560244987
0,688815549802415
0,913166827016122
0,501651739469567
0,94096780053385
0,968190582454293
0,567154531631225
0,204796648683256
0,512896606471807
0,153493725300531
0,369012963198597
0,385599853184819
0,124062863701984
0,0593294487611062
0,035641871411269
0,565928114841659
0,942677909947316
0,578048642993927
0,975822968862868
0,250707537518212
0,667511388970311
0,630401417446924
0,796507660670442
0,438665251917516
0,677893008421125
0,527516529675348
0,71628139387643
0,565955810512396
0,33742198084361
0,151631346043028
0,761379057896034
0,713447624684054
0,918804454579393
0,819924668325076
0,81014143387328
0,93441750199274
0,300271767331414
0,368967141862211
0,379130170648638
1,03930824199462
0,198442858470403
0,732270942201864
0,655348945192028
0,656130586324688
0,902556819587173
0,400808986406433
0,909316847258296
0,24968447527022
0,82707217927354
0,628389562972438
0,402573888169063
0,296862545504839
0,432555164603447
0,52834100558241
0,553321944741977
0,916897356671135
1,08706966724153
0,627734016862844
5,56336250677733
5,11413826307963
4,97213968118669
